Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
104974-001-001_S1_L001_1	122846.0	75946.5	22172.0	12966.0	10203.0	9625.0	9625.5	9545.0	9002.5	8195.0	7399.0	6971.5	6962.5	7494.0	8194.0	9376.5	11100.5	12689.0	15345.0	19886.0	25662.0	33581.5	44666.5	59780.5	77838.5	100789.0	130019.5	165136.0	202659.0	242163.0	278392.5	313666.5	362552.0	408916.5	455727.0	522153.0	590746.0	649127.5	727712.5	777682.5	806177.0	843599.0	854205.5	884133.0	927460.5	952786.5	1005698.5	1027297.5	968470.5	954932.0	976585.5	959999.0	940886.0	913551.0	879782.0	867925.0	822597.5	756822.5	738558.0	728232.5	705454.0	695823.5	699238.0	666911.0	602403.0	540137.0	471397.5	405470.5	366138.5	314599.5	240217.0	194601.0	168747.0	144074.0	118648.0	99756.0	87168.0	78504.5	68022.5	58545.0	51020.0	41410.5	33692.0	28075.0	22952.0	18464.5	15505.0	12632.5	9873.0	8179.5	7102.5	5983.5	5163.5	4841.5	4988.0	5690.0	7839.0	14724.0	36963.5	31228.0	4627.5
104974-001-001_S1_L001_2	97627.0	68777.5	33248.0	23916.5	19853.5	17651.5	16476.5	15774.0	15238.5	14888.0	14307.0	13811.5	13906.5	14342.5	14789.5	15298.0	16013.0	17318.5	19811.0	23127.0	28550.0	36242.0	46740.5	62238.5	84541.0	111052.5	138575.5	170118.5	207943.0	252185.5	297134.0	345396.5	398648.5	444198.5	487962.0	539788.0	596450.5	663028.0	738212.0	812984.0	880015.5	933539.0	972390.0	1000682.0	1013758.0	1024486.0	1032573.5	1011993.0	984922.5	973630.0	948436.0	904988.5	870899.5	840147.5	814735.5	792015.5	751201.5	704688.0	675991.0	649290.0	605304.0	554095.0	512448.0	485948.5	464078.5	433766.0	388146.0	333719.5	280169.0	229079.0	183757.0	149927.5	124753.5	104995.0	89585.0	77253.0	67499.5	58822.0	51517.0	46175.0	41604.0	37633.0	34773.0	32401.0	30197.0	28390.0	26968.5	25773.5	24983.5	24504.0	24369.5	24622.0	25240.5	26534.5	28746.5	32131.0	36844.0	44033.0	67724.5	137282.5	388504.0
104974-001-002_S1_L001_1	176701.0	110362.0	33120.5	18874.5	14205.5	12512.0	12142.0	11933.0	11274.5	10536.0	9915.5	9672.0	9849.0	10582.5	11879.0	13912.5	16732.5	19845.0	24728.5	31655.0	40407.0	51818.0	67807.0	90694.5	116747.0	150060.5	195031.5	246671.0	300546.5	360439.0	415699.0	466882.0	541620.0	615340.5	686358.0	787481.5	892688.0	985037.5	1112318.0	1185589.5	1216782.0	1265844.0	1274116.5	1308522.0	1372383.0	1412451.5	1491994.5	1511503.0	1406093.5	1370688.5	1395150.0	1410296.5	1389893.0	1322260.0	1269226.5	1245112.5	1170427.0	1078242.5	1053908.0	1028248.5	977179.0	954270.0	938766.5	893911.5	824290.5	754160.5	685962.0	597826.5	541441.5	469276.0	362176.5	295673.0	257060.5	218821.0	182263.5	156070.5	137931.0	126706.5	110959.0	96085.5	84071.5	69048.5	56969.0	47448.5	39094.0	31872.5	26542.5	20911.5	16255.5	13718.5	11949.0	10019.5	8626.5	7839.5	7823.0	8806.0	12364.0	26626.0	78253.0	68513.5	9948.5
104974-001-002_S1_L001_2	115169.0	84144.5	44705.0	32420.0	26195.5	22492.5	20264.5	18793.0	17763.5	17143.0	16582.0	16087.5	15980.0	16333.0	16980.5	17939.5	19419.5	21572.5	24949.0	30176.0	38193.0	48559.5	63128.0	85256.5	115992.5	152042.5	192080.5	238803.0	295159.0	361756.0	429070.5	499055.0	575548.0	647719.5	717025.5	799998.0	892688.0	993713.5	1109584.0	1230909.0	1335005.5	1409592.5	1457537.5	1495839.5	1520201.5	1544041.5	1561790.0	1524745.5	1469604.0	1439564.0	1399648.5	1338727.5	1287134.0	1245396.0	1211545.5	1174668.5	1110540.5	1038418.0	990579.5	946943.5	881634.0	806237.5	747732.5	713849.0	683699.0	640367.0	577383.5	499434.5	421627.0	346053.0	279535.0	227967.0	189292.0	159217.5	134247.5	116197.0	103879.0	91135.5	78240.5	68751.5	60783.5	54654.5	50503.5	47093.0	44013.0	40982.5	38201.0	35988.5	34554.5	33597.0	33010.0	32950.0	33388.5	34690.5	36818.5	39878.5	44130.0	50127.5	72993.5	144161.0	392471.0
104974-001-003_S1_L001_1	195460.0	118662.5	29985.5	14462.0	9840.5	8288.0	7714.5	7729.5	7327.5	6925.5	6892.0	7225.5	7876.0	9035.5	10529.5	12592.5	16018.0	19474.5	24389.0	30684.5	36874.0	44193.5	54048.0	64772.5	79524.5	100109.5	124378.5	151913.5	181648.5	214109.5	247775.0	283207.5	327999.0	374444.0	418612.5	467537.0	509818.0	553838.5	612908.0	651800.5	682391.5	699341.0	686930.5	683857.0	682700.5	673144.5	671970.5	657478.0	617118.0	601755.0	614512.0	608795.5	614033.5	615208.0	583144.5	550237.5	492959.5	436829.0	410621.0	392693.5	376259.0	381247.0	412713.5	414674.5	414331.0	406032.0	373813.5	309194.5	242173.0	206988.0	163267.5	137710.0	120776.0	100600.0	86033.5	81250.0	72129.0	60266.0	53924.0	59196.5	53264.0	39307.0	33159.0	23787.0	18537.5	14971.5	12692.0	9655.0	6900.5	5738.0	4841.0	3736.0	3109.5	3091.0	3241.5	3478.0	4458.0	7433.0	16237.5	12952.0	1733.0
104974-001-003_S1_L001_2	97408.0	74519.5	43696.5	31489.0	24439.0	19542.0	16425.5	14538.5	12784.5	11602.0	10903.5	10443.5	10539.5	10766.0	11180.0	12244.5	13692.5	15546.0	18006.0	21637.0	26959.5	33771.0	41914.5	51815.0	64398.5	80536.5	102010.0	127765.5	155558.5	187670.0	223917.5	263307.0	305028.5	344498.0	388487.0	441229.0	494744.5	548745.0	606843.5	665742.0	718772.5	754139.5	771746.5	781775.5	776168.0	749245.0	710040.5	670769.5	641815.5	622138.0	598392.5	568415.0	549713.5	545307.5	550170.5	546814.0	508272.0	452800.5	414032.5	388068.0	355062.0	322357.0	310087.5	308298.0	302233.0	285578.5	258910.0	231042.5	204378.0	175675.5	145526.5	119675.5	98471.0	81548.0	67210.5	57069.5	49786.0	41611.5	35644.0	31834.0	27588.5	24593.0	23334.5	22306.0	20739.0	18936.5	17517.0	16506.5	16028.0	15989.5	16497.0	17021.0	17855.5	19593.5	21659.0	24879.0	30255.5	38501.5	61051.5	121877.5	364467.0
104974-001-004_S1_L001_1	90965.0	54768.0	13183.0	6367.0	4492.0	3964.5	3959.0	4063.0	4032.0	3895.0	3907.5	4213.0	4790.0	5695.5	6920.5	8549.0	10566.0	13118.0	16668.0	20490.5	24985.5	30764.0	38035.0	46742.0	57399.0	71776.0	89640.0	109985.5	132816.5	157659.0	183160.0	209686.0	242751.5	277899.0	310219.5	344131.0	373904.5	402786.0	437014.5	459359.5	473327.5	482000.5	479661.0	473529.0	466693.5	456703.0	443904.5	424176.0	394171.5	370269.5	357173.5	344230.5	336956.0	326426.0	302920.0	282142.0	257714.5	233557.0	220536.0	211076.5	204004.0	210181.5	246037.5	258917.5	271037.0	269088.5	240302.5	195429.5	137847.0	111010.0	86591.0	69644.0	58002.5	47703.0	40033.5	36415.0	32112.0	27546.0	24428.5	26008.5	22984.5	16394.0	14011.5	10922.0	8969.0	7450.5	6087.5	4647.0	3448.0	2773.0	2356.5	2024.5	1741.0	1717.0	1905.5	2331.0	3494.0	6099.0	11763.0	8518.0	808.5
104974-001-004_S1_L001_2	42156.0	32164.5	18955.0	14173.5	11414.0	9468.0	8214.0	7447.5	6897.0	6478.5	6119.5	5920.0	6079.5	6371.0	6933.5	7872.0	8946.0	10494.5	12701.0	15532.0	19216.5	23994.5	30227.5	37947.5	47670.0	59913.0	75543.5	93238.5	113632.5	137123.0	162408.5	190957.5	223097.0	255204.5	286205.5	319416.0	353429.5	387433.0	420486.5	452537.0	480936.5	498146.0	506568.0	507894.0	503175.0	490205.0	466884.0	438793.0	412437.0	390543.5	367185.0	341587.5	320039.5	304299.5	292972.5	280537.0	258488.0	232776.0	216821.5	203504.0	186025.0	169372.5	158642.0	155747.0	151924.5	142463.5	128707.5	114581.0	102417.5	89074.5	73495.0	58829.5	48193.5	40372.0	33349.0	27975.5	24305.5	21268.5	18756.0	17225.0	15861.0	14843.5	14083.5	13432.0	12972.5	12436.0	11899.5	11478.5	11472.5	11692.0	12257.0	13076.0	13872.0	15163.0	17373.0	20706.5	25612.0	33770.5	53665.0	107794.0	359378.5
104974-001-005_S1_L001_1	199262.0	121602.5	31530.5	15442.5	11395.5	10183.5	9477.5	9442.5	8955.0	8428.5	8213.0	8980.5	9906.5	11579.0	14115.0	17321.0	21405.5	25591.5	31800.0	38232.0	45178.0	54889.5	64437.5	73620.5	89349.5	111278.0	137406.5	165089.0	196083.0	229037.0	260396.0	298720.5	346372.0	396852.0	445210.0	494871.0	534842.0	576998.0	641346.5	679068.0	703128.0	709836.0	690273.5	679879.5	665428.5	637804.5	608693.0	578201.0	534458.5	510529.0	517137.5	524636.0	510823.5	476511.5	489658.5	504047.5	439876.5	374087.0	341088.0	321469.5	307188.5	340677.5	384659.0	406194.5	396936.0	369901.0	347906.5	273593.5	203658.0	162210.5	124159.5	105325.5	89619.5	69434.0	60226.5	65152.0	60326.5	48152.5	44613.5	60231.0	53525.5	34845.0	30881.0	20441.0	15577.5	12930.5	11079.5	7608.5	5036.0	3865.0	3306.5	2739.0	2329.5	2333.0	2455.5	2402.0	2616.0	3346.5	4958.0	3585.5	672.5
