Sample	-247.5	-242.5	-237.5	-232.5	-227.5	-222.5	-217.5	-212.5	-207.5	-202.5	-197.5	-192.5	-187.5	-182.5	-177.5	-172.5	-167.5	-162.5	-157.5	-152.5	-147.5	-142.5	-137.5	-132.5	-127.5	-122.5	-117.5	-112.5	-107.5	-102.5	-97.5	-92.5	-87.5	-82.5	-77.5	-72.5	-67.5	-62.5	-57.5	-52.5	-47.5	-42.5	-37.5	-32.5	-27.5	-22.5	-17.5	-12.5	-7.5	-2.5	2.5	7.5	12.5	17.5	22.5	27.5	32.5	37.5	42.5	47.5	52.5	57.5	62.5	67.5	72.5	77.5	82.5	87.5	92.5	97.5	102.5	107.5	112.5	117.5	122.5	127.5	132.5	137.5	142.5	147.5	152.5	157.5	162.5	167.5	172.5	177.5	182.5	187.5	192.5	197.5	202.5	207.5	212.5	217.5	222.5	227.5	232.5	237.5	242.5	247.5
104974-001-001_S1_L001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2336.0	21876.0	24858.0	25242.0	25550.0	26090.0	26361.0	26814.0	26962.0	27100.0	27198.0	26569.0	26386.0	26183.0	25637.0	25060.0	24398.0	23587.0	22398.0	22248.0	21338.0	20739.0	20096.0	19545.0	19260.0	19171.0	18372.0	16776.0	16256.0	15376.0	16190.0	14123.0	13853.0	13366.0	12562.0	12014.0	11534.0	10822.0	10502.0	9750.0	9607.0	9257.0	8671.0	8177.0	7952.0	7615.0	7221.0	6628.0	6492.0	6061.0	5750.0	5318.0	5118.0	5007.0	4622.0	4408.0	4084.0	3966.0	3865.0	3586.0	3349.0	3322.0	3076.0	2935.0	2759.0	2683.0	2472.0	2314.0	2297.0	2139.0	2043.0	1890.0	1754.0	1799.0	1588.0	1524.0	1501.0	1363.0	1393.0	1338.0	1242.0
104974-001-002_S1_L001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2279.0	22090.0	25540.0	25606.0	26296.0	26408.0	26719.0	27534.0	27388.0	27332.0	27033.0	26727.0	26463.0	26255.0	25335.0	24966.0	24109.0	23404.0	22451.0	21252.0	20896.0	20169.0	19877.0	19263.0	19316.0	18634.0	18051.0	16483.0	15431.0	14933.0	15719.0	13587.0	13347.0	12765.0	12370.0	11706.0	11087.0	10529.0	10064.0	9764.0	9273.0	8753.0	8330.0	8020.0	7498.0	7266.0	6885.0	6849.0	6389.0	5904.0	5790.0	5389.0	5158.0	4911.0	4546.0	4434.0	4144.0	3952.0	3791.0	3586.0	3389.0	3244.0	3098.0	2913.0	2754.0	2607.0	2594.0	2488.0	2354.0	2176.0	2096.0	2007.0	1885.0	1793.0	1694.0	1681.0	1511.0	1387.0	1391.0	1326.0	1334.0
104974-001-003_S1_L001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2284.0	20962.0	24201.0	24329.0	25132.0	25439.0	26103.0	26115.0	26383.0	26807.0	26227.0	26538.0	25719.0	25718.0	24995.0	24375.0	23594.0	22763.0	21984.0	21211.0	20521.0	20264.0	19658.0	18934.0	18914.0	18794.0	18291.0	16554.0	15606.0	14796.0	16056.0	13676.0	13308.0	12927.0	11978.0	11504.0	11212.0	10923.0	10307.0	9825.0	9244.0	9063.0	8587.0	8112.0	7751.0	7591.0	7225.0	6902.0	6310.0	6136.0	5765.0	5570.0	5389.0	4974.0	4874.0	4573.0	4315.0	4190.0	4075.0	3769.0	3506.0	3276.0	3282.0	3191.0	2970.0	2784.0	2763.0	2507.0	2409.0	2310.0	2203.0	2193.0	1939.0	1934.0	1825.0	1763.0	1710.0	1573.0	1528.0	1485.0	1411.0
104974-001-004_S1_L001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1962.0	18505.0	21503.0	21828.0	22304.0	22835.0	23331.0	23620.0	24220.0	24267.0	24504.0	24264.0	24277.0	24242.0	23802.0	23284.0	22646.0	22165.0	21446.0	20982.0	20179.0	19918.0	19211.0	18818.0	18979.0	18890.0	18179.0	16864.0	16262.0	15895.0	16644.0	14408.0	14151.0	14149.0	13395.0	13040.0	12206.0	11918.0	11494.0	11144.0	10695.0	10059.0	9488.0	9310.0	8774.0	8597.0	8168.0	7843.0	7411.0	6940.0	6824.0	6532.0	6169.0	5753.0	5498.0	5314.0	5089.0	4742.0	4587.0	4263.0	4131.0	4004.0	3787.0	3591.0	3360.0	3217.0	3100.0	3007.0	2971.0	2672.0	2500.0	2359.0	2312.0	2230.0	2149.0	2008.0	1919.0	1862.0	1727.0	1726.0	1658.0
104974-001-005_S1_L001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2476.0	22177.0	25738.0	26510.0	27156.0	27737.0	28243.0	28289.0	28408.0	28639.0	28010.0	28015.0	27408.0	26856.0	25685.0	25251.0	24582.0	23374.0	22353.0	21360.0	20928.0	20097.0	19282.0	18899.0	18627.0	18371.0	17778.0	15515.0	14584.0	14035.0	14999.0	12411.0	12469.0	11757.0	10906.0	10732.0	10056.0	9777.0	9259.0	8825.0	8617.0	7808.0	7617.0	7029.0	6964.0	6682.0	6167.0	6008.0	5619.0	5242.0	5101.0	4861.0	4725.0	4443.0	4211.0	3890.0	3736.0	3616.0	3371.0	3238.0	2919.0	2870.0	2857.0	2794.0	2542.0	2352.0	2285.0	2206.0	2134.0	2102.0	1940.0	1768.0	1723.0	1582.0	1655.0	1600.0	1399.0	1363.0	1385.0	1243.0	1185.0
104974-001-006_S1_L001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4695.0	32392.0	35460.0	35157.0	35589.0	34810.0	34563.0	33812.0	32969.0	32095.0	31068.0	29787.0	28845.0	27649.0	26601.0	25332.0	24087.0	23314.0	21713.0	20885.0	19779.0	19096.0	17789.0	17064.0	16756.0	16494.0	16140.0	14603.0	13613.0	13137.0	14153.0	11935.0	11612.0	11329.0	10689.0	10356.0	9569.0	8977.0	8716.0	8400.0	8091.0	7435.0	7351.0	6760.0	6442.0	6209.0	5701.0	5429.0	5159.0	4978.0	4538.0	4341.0	4089.0	3883.0	3800.0	3494.0	3210.0	3086.0	2947.0	2846.0	2634.0	2476.0	2376.0	2250.0	2138.0	1997.0	1950.0	1762.0	1738.0	1654.0	1514.0	1493.0	1325.0	1200.0	1222.0	1191.0	1113.0	1044.0	1014.0	954.0	919.0
104974-001-007_S1_L001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3187.0	24843.0	27548.0	27993.0	28145.0	27425.0	27712.0	27028.0	26456.0	25996.0	25139.0	24425.0	23559.0	22910.0	22187.0	21088.0	20191.0	19928.0	19174.0	18626.0	18329.0	17989.0	17521.0	17607.0	17515.0	17619.0	16902.0	16081.0	15674.0	15322.0	16453.0	14420.0	14459.0	14146.0	13591.0	13018.0	12681.0	12319.0	11854.0	11245.0	10889.0	10300.0	9899.0	9431.0	8867.0	8553.0	8103.0	7698.0	7453.0	7259.0	6835.0	6486.0	6053.0	5772.0	5328.0	5277.0	5002.0	4870.0	4528.0	4248.0	3969.0	3801.0	3627.0	3524.0	3255.0	3107.0	2867.0	2626.0	2521.0	2509.0	2266.0	2230.0	2106.0	1870.0	1910.0	1776.0	1722.0	1618.0	1577.0	1541.0	1423.0
104974-001-008_S1_L001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3552.0	27341.0	30367.0	30383.0	30434.0	29986.0	29977.0	29236.0	28892.0	28396.0	27284.0	26557.0	25257.0	24687.0	23434.0	22541.0	21246.0	20622.0	19604.0	19163.0	18572.0	18246.0	17682.0	17566.0	17543.0	17516.0	16895.0	15749.0	15191.0	14628.0	15931.0	13973.0	13940.0	13548.0	12828.0	12101.0	12046.0	11370.0	10837.0	10530.0	9912.0	9511.0	8999.0	8723.0	8256.0	7869.0	7366.0	7075.0	6768.0	6478.0	6077.0	5822.0	5437.0	5302.0	4840.0	4529.0	4386.0	4236.0	3947.0	3765.0	3494.0	3268.0	3046.0	2861.0	2898.0	2645.0	2511.0	2285.0	2190.0	2121.0	1952.0	1858.0	1805.0	1748.0	1620.0	1477.0	1421.0	1345.0	1227.0	1234.0	1161.0
104974-001-009_S1_L001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3650.0	28211.0	31232.0	31303.0	31438.0	31395.0	31420.0	30859.0	30573.0	29636.0	29170.0	27818.0	26939.0	25914.0	24718.0	23527.0	21793.0	21072.0	20138.0	19121.0	18616.0	17390.0	16921.0	16803.0	16728.0	16360.0	15788.0	15020.0	14194.0	13957.0	15098.0	12858.0	12954.0	12583.0	11870.0	11566.0	10842.0	10521.0	10140.0	9949.0	9187.0	8793.0	8458.0	8237.0	7665.0	7398.0	6966.0	6731.0	6293.0	6037.0	5739.0	5462.0	5097.0	4944.0	4534.0	4405.0	4093.0	3833.0	3706.0	3544.0	3262.0	3066.0	2932.0	2814.0	2622.0	2457.0	2398.0	2180.0	2099.0	2028.0	1896.0	1785.0	1620.0	1516.0	1463.0	1456.0	1362.0	1274.0	1240.0	1216.0	1132.0
