Sample	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	151
104974-001-005_S1_L001_2	17930.0	21581.0	25907.0	25378.0	34542.0	37477.0	43288.0	52711.0	72992.0	103184.0	125788.0	154208.0	166970.0	156863.0	164107.0	165742.0	185494.0	201248.0	215470.0	229654.0	241447.0	253671.0	273676.0	286419.0	338951.0	2066413.0	15012465.0
104974-001-006_S1_L001_1	12289.0	16681.0	17205.0	18801.0	20163.0	26427.0	29361.0	39648.0	46896.0	91047.0	70453.0	83270.0	92221.0	100444.0	119244.0	139568.0	151866.0	161816.0	179238.0	193412.0	203708.0	216341.0	229383.0	239213.0	260635.0	1468926.0	10006082.0
104974-001-006_S1_L001_2	13039.0	15056.0	15328.0	16003.0	20667.0	24444.0	27220.0	38196.0	44324.0	59057.0	69062.0	87770.0	112871.0	127546.0	134198.0	141607.0	156035.0	166384.0	176726.0	192668.0	201178.0	213570.0	227054.0	237045.0	266421.0	1508874.0	9941995.0
104974-001-007_S1_L001_1	57448.0	87989.0	80283.0	82688.0	99500.0	159209.0	165994.0	187024.0	380495.0	256403.0	268505.0	295294.0	384943.0	378199.0	440546.0	482717.0	558950.0	664629.0	716365.0	709969.0	886020.0	959654.0	915664.0	1090266.0	1007163.0	6872377.0	45165426.0
104974-001-007_S1_L001_2	77520.0	86938.0	78891.0	63137.0	77579.0	101235.0	127553.0	158246.0	236366.0	215032.0	247480.0	286856.0	417323.0	440056.0	481214.0	499988.0	543523.0	674199.0	843098.0	704511.0	892291.0	947566.0	917892.0	1104420.0	1054745.0	7070045.0	45006016.0
104974-001-008_S1_L001_1	38053.0	55715.0	50417.0	51682.0	58641.0	92595.0	108401.0	134455.0	266832.0	195253.0	212552.0	231069.0	307874.0	298426.0	337341.0	366496.0	431141.0	522692.0	576891.0	547659.0	711804.0	754119.0	696570.0	846737.0	733109.0	4359733.0	28172344.0
104974-001-008_S1_L001_2	42449.0	50318.0	43706.0	35355.0	43674.0	65675.0	88926.0	117764.0	187654.0	167284.0	198021.0	224820.0	324784.0	334893.0	360918.0	377268.0	418791.0	528851.0	684570.0	537790.0	718002.0	749135.0	698985.0	857148.0	758618.0	4294790.0	28248412.0
104974-001-009_S1_L001_1	35714.0	63546.0	57650.0	60858.0	77420.0	129703.0	160641.0	206806.0	424967.0	360423.0	514018.0	468665.0	567720.0	537896.0	565511.0	575154.0	705362.0	863137.0	956802.0	854567.0	1209467.0	1283105.0	1144621.0	1443674.0	1100762.0	5378093.0	33790899.0
104974-001-009_S1_L001_2	64353.0	75909.0	63827.0	46155.0	64861.0	93993.0	141473.0	195475.0	328315.0	325272.0	493394.0	465247.0	600088.0	594824.0	595489.0	591989.0	697536.0	873468.0	1071407.0	841027.0	1218674.0	1280318.0	1147143.0	1458148.0	1139716.0	4727358.0	34341722.0
104974-001-010_S1_L001_1	35064.0	66845.0	48448.0	48693.0	55494.0	81569.0	100005.0	139762.0	300615.0	273084.0	415333.0	400675.0	558051.0	473802.0	502669.0	510800.0	619487.0	773948.0	878995.0	751239.0	1147793.0	1247660.0	1083178.0	1363171.0	1028342.0	5631637.0	36336656.0
104974-001-010_S1_L001_2	65333.0	86993.0	61894.0	41976.0	58775.0	66442.0	95815.0	136322.0	224794.0	245856.0	403217.0	406102.0	609715.0	537675.0	531053.0	522819.0	613303.0	788827.0	956667.0	744085.0	1163015.0	1255361.0	1092562.0	1372375.0	1052933.0	4793635.0	36945471.0
104974-001-011_S1_L001_1	26883.0	51518.0	45548.0	47418.0	62493.0	108184.0	133282.0	172987.0	338178.0	276107.0	363849.0	342226.0	467595.0	399337.0	444581.0	434548.0	516474.0	632378.0	701172.0	624432.0	893598.0	952756.0	831386.0	1064036.0	838472.0	4681352.0	30432960.0
104974-001-011_S1_L001_2	55388.0	69485.0	55845.0	40194.0	57011.0	81312.0	119472.0	161958.0	260823.0	254850.0	349433.0	342382.0	498089.0	441996.0	458482.0	435356.0	504951.0	637809.0	777934.0	615084.0	899850.0	950820.0	833151.0	1073080.0	861532.0	4000821.0	31046642.0
104974-001-012_S1_L001_1	775.0	3070.0	6219.0	6520.0	14564.0	20610.0	36271.0	52186.0	93764.0	128479.0	190188.0	260929.0	401114.0	580725.0	767968.0	1061744.0	1347598.0	1645667.0	1903592.0	2159593.0	2066672.0	2111817.0	1920141.0	2063221.0	1869454.0	4157645.0	19795590.0
104974-001-012_S1_L001_2	1987.0	3115.0	4321.0	6590.0	14118.0	20064.0	37646.0	54294.0	94912.0	129934.0	190737.0	261181.0	402871.0	582386.0	768481.0	1060015.0	1342644.0	1637251.0	1891683.0	2143027.0	2046059.0	2090874.0	1902946.0	2046782.0	1871843.0	5008268.0	19052087.0
104974-001-013_S1_L001_1	1732.0	5468.0	11871.0	19237.0	49123.0	78862.0	173408.0	285431.0	558771.0	802084.0	1140312.0	1403631.0	1910603.0	2293276.0	2454625.0	2676020.0	2799482.0	2854821.0	2862035.0	2902357.0	2528191.0	2445925.0	2127641.0	2291775.0	2047451.0	5125694.0	27479288.0
104974-001-013_S1_L001_2	3363.0	5372.0	9538.0	19003.0	47740.0	77888.0	174406.0	286803.0	558042.0	799681.0	1133277.0	1391256.0	1898973.0	2278427.0	2442558.0	2663367.0	2784276.0	2838802.0	2843619.0	2879638.0	2500553.0	2422276.0	2108873.0	2276084.0	2062231.0	6629951.0	26193117.0
104974-001-014_S1_L001_1	995.0	3641.0	8107.0	12465.0	30269.0	38915.0	71012.0	98959.0	174959.0	239781.0	335764.0	433630.0	675955.0	964403.0	1207796.0	1622214.0	1994068.0	2252585.0	2577780.0	2714542.0	2449965.0	2315132.0	2065744.0	2214914.0	2000938.0	4169109.0	20853760.0
104974-001-014_S1_L001_2	1938.0	3477.0	6523.0	12374.0	29836.0	38659.0	71918.0	100525.0	175947.0	240699.0	335200.0	431349.0	674506.0	961454.0	1203873.0	1616167.0	1987156.0	2242232.0	2562842.0	2696488.0	2427824.0	2295759.0	2048081.0	2202970.0	2011100.0	5630728.0	19517777.0
104974-001-015_S1_L001_1	2206.0	8521.0	15980.0	23591.0	55535.0	73671.0	141445.0	189505.0	347075.0	427592.0	597243.0	744449.0	1148603.0	1602798.0	1984449.0	2571421.0	3030270.0	3512231.0	3683281.0	4093145.0	3549701.0	3662009.0	3141076.0	3425608.0	3012675.0	6706034.0	34371610.0
104974-001-015_S1_L001_2	3963.0	7349.0	12680.0	23743.0	55588.0	74568.0	143337.0	191353.0	347693.0	426980.0	593934.0	737825.0	1143992.0	1595175.0	1972975.0	2553254.0	3000899.0	3477774.0	3634946.0	4047725.0	3501058.0	3612237.0	3100808.0	3392249.0	3029340.0	8889947.0	32550332.0
104974-001-016_S1_L001_1	2205.0	8653.0	20153.0	32997.0	77751.0	98414.0	180850.0	249146.0	444015.0	595241.0	831313.0	1056653.0	1658832.0	2329837.0	2848341.0	3698862.0	4372904.0	4739457.0	5210708.0	5299400.0	4639598.0	4296295.0	3796114.0	4022623.0	3633344.0	7693492.0	39220547.0
104974-001-016_S1_L001_2	4635.0	8025.0	16508.0	32653.0	76116.0	97407.0	182553.0	251832.0	445266.0	595732.0	828101.0	1048161.0	1648498.0	2311710.0	2832479.0	3680665.0	4345951.0	4708205.0	5173848.0	5258706.0	4588188.0	4252298.0	3758965.0	3997083.0	3648768.0	10622482.0	36642910.0
