Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
104974-001-001_S1_L001_1	35.75863619356356	35.86152468059488	36.24412608592672	36.35665616871436	36.44573629865206	36.48398854406255	36.37238505118181	36.396709646319756	36.50482264497725	36.46290772301556	36.47213802701374	36.41704154212757	36.35615428532644	36.280671597562055	36.25584083077801	36.19130590625154	36.076544901118226	36.069538368822165	36.01058176603147	35.92216734079412	35.85011103494045	35.562207980218226	35.924022018077	35.90953380186737	35.88406024976372	35.777696972489494	35.67066169080469	35.75097279984707	35.70655938632736	35.66331041790268	35.598732515543404	35.52557985169748	35.474885656222554	35.35787712562676	35.292547976581425	35.222920852089715	35.2006191111833	35.660875619636634
104974-001-001_S1_L001_2	35.5948647702789	35.95305285433204	35.9135605679323	35.96926551330312	35.9927883693564	35.97493800367164	35.87007697826357	35.80347130400783	35.78848475922573	35.69237689125375	35.59701806283112	35.51538681129507	35.18068877132312	35.08964393385025	34.92922182751381	34.905370916543404	34.80391625228539	34.54098866470191	34.73791155634674	34.8411495586699	34.68183118802686	34.287479168721525	33.900859370686746	34.43353829493054	34.769409640246586	34.95223258290417	35.02452650952496	34.998435714652175	34.98249731964895	34.886377823866646	34.78968154219351	34.71447809626233	34.5883629338428	34.48445791013883	34.350203292676525	34.24895870909126	34.18147148286128	35.00434756964228
104974-001-002_S1_L001_1	35.85231248514445	35.82634977893522	36.20510368859426	36.31288920640113	36.39378990507061	36.43139221011685	36.31553944029469	36.3434778227854	36.46038718497778	36.40861328131264	36.41294118076781	36.35246535325776	36.29723646348878	36.21978059714711	36.20097831316532	36.14852279986675	36.02266626470775	35.99125980771467	35.929707514011525	35.831362070499566	35.773348124805324	35.54190439305336	35.84724927043661	35.828340653729924	35.804651169983416	35.712040503046204	35.614721443943274	35.6500038307791	35.59540500300805	35.551366020017774	35.48284311199202	35.413463540411485	35.36168896021222	35.25061152916703	35.17780648461512	35.11298122686809	35.08848043135665	35.60510046635426
104974-001-002_S1_L001_2	35.74698684088146	36.019143520523016	36.03265578679427	36.09184589537918	36.104289987744956	36.072296887489124	35.98152112596755	35.96240767289183	35.903128341941084	35.82733522058905	35.74315380261002	35.64531730696113	35.334432242145674	35.23754784411458	35.10175630327076	35.05562905647734	34.95393432486404	34.71572337948295	34.86638931419574	34.97098470504424	34.83577697367717	34.44925404102761	34.11416187960379	34.56923153934882	34.875112174145066	35.06413044825558	35.09599682627571	35.06752774133857	35.03604307358053	34.97118802283097	34.867248068143816	34.791563857056175	34.6782724525538	34.56267887893293	34.425033289404794	34.33692555694164	34.291304954045636	35.09803784495661
104974-001-003_S1_L001_1	35.5669713046306	35.72510062623782	36.11949919205044	36.2847078426596	36.39477921704435	36.46048631020569	36.350127897811184	36.33688960271123	36.50289948041016	36.436054663011774	36.46052592491482	36.40441089909476	36.324217205175884	36.26266018423583	36.18309918727748	36.14694746171446	35.95510077534679	35.96314444759365	35.87518098611546	35.77802743189751	35.74104418200533	35.328364332043414	35.75509460941049	35.752178755756475	35.74266237373296	35.61996313963846	35.51468458843421	35.597901437105264	35.57091139264152	35.49214795984953	35.435397880182464	35.34228265229289	35.28500934496705	35.15736801728683	35.07456560937564	35.02713811881547	35.02355196977424	35.556463281373034
104974-001-003_S1_L001_2	35.66546567678508	36.071048834973425	36.0883775812285	36.139018141321785	36.16221548861294	36.16203951945516	36.06361816014469	35.98308914061558	35.96379041485378	35.82030149017756	35.74369064430645	35.67097354338938	35.25804753486796	35.148962678411245	34.934432076231495	34.85546123070821	34.759839420884504	34.450973517119785	34.660997571395725	34.78988596245683	34.63186823395952	34.17193982375814	33.70703284420912	34.30612972520796	34.650352490701245	34.81710477961336	34.90124128215142	34.91141355897045	34.90864510628422	34.781325946411854	34.66718545159128	34.60865638837582	34.490719148592554	34.40911507267024	34.26298707527211	34.148436334274734	34.07842316065377	34.97019391585498
104974-001-004_S1_L001_1	35.286876406572894	35.47597716165359	35.99681913322246	36.235882468675264	36.35974609052729	36.420734492498866	36.29636734884407	36.296512583030776	36.47304260859358	36.45564708828543	36.48298245653274	36.43880641798794	36.377327564454696	36.28468369763695	36.244273959468586	36.17968890125321	35.945545993888864	35.52491314333538	35.48380860611532	35.406691357127876	35.40234509287929	35.18824202573761	35.78699613490039	35.81799691160943	35.80604726417164	35.680950815682586	35.49905447991948	35.705992965509026	35.66467252361012	35.60500853979696	35.53692648840166	35.440587500342495	35.38532804322337	35.23296605627685	35.16624088933698	35.110970860171115	35.095402268953535	35.57192623788743
104974-001-004_S1_L001_2	35.55957209809577	35.94082648425118	35.942048529285614	36.01425033799595	36.02805530558233	36.05798552463199	35.90480277839565	35.79659501226987	35.80636141610331	35.59203266751912	35.54046102511094	35.46785961326374	35.010612711425665	34.897725483167505	34.59302617183194	34.690237979078276	34.5201055506644	34.1323752250492	34.421457314543055	34.5657730110205	34.356098088565474	33.80876084138096	33.25856515795088	34.0098761587745	34.481107475471866	34.71146686777903	34.86468826596003	34.86909901227861	34.863340950653324	34.70173893149721	34.60866001274874	34.575831119468674	34.40579271755124	34.299016128166556	34.12761996675182	33.98962942198303	33.88583663092864	34.86597242905745
104974-001-005_S1_L001_1	35.48256363582188	35.7968591887538	36.273489840364334	36.407449780337956	36.51879616762964	36.552375796040316	36.43023330845133	36.4422511615794	36.58472007939023	36.5459237918007	36.56212517853709	36.51575229535056	36.4569775446191	36.364869241025744	36.319204260211016	36.226365363939784	36.10378501942118	36.10539186722305	36.05104842464241	35.95648838546923	35.79782061278209	35.344024015891954	35.9171227946023	35.88601919484778	35.85434363795552	35.72816860025314	35.55465652826943	35.70786630799442	35.66309094673596	35.59415171271107	35.53085597125839	35.434779780692125	35.36757065553205	35.22665206813533	35.14884962312491	35.09114440440826	35.083486982697536	35.58277736923375
104974-001-005_S1_L001_2	35.52101024999255	36.0356138676734	36.046063825629396	36.077239951133755	36.10529131486493	36.137579826537994	36.02110655650478	35.93752972393359	35.958219613287994	35.7690003703278	35.705592443223175	35.63387045853347	35.207706170071894	35.09626863109741	34.744432730000675	34.74315683094501	34.648052369930625	34.297709635026806	34.57490960203411	34.69673056528235	34.501524595212	33.95841976324257	33.413243706811365	34.118458326060946	34.561690424170855	34.77051391000206	34.89499016928816	34.88884375408982	34.83793659541644	34.6750884958203	34.56833704838591	34.50376829661481	34.31651635156441	34.20000475307877	34.021454310043545	33.87058645529113	33.761350024037256	34.77743821049429
104974-001-006_S1_L001_1	35.399196646869	35.635025035937744	36.107965751550935	36.30948176163865	36.42512472304648	36.481349747350386	36.381036617228	36.375197076253215	36.52747602312099	36.50802899298864	36.54053925092969	36.51090011796306	36.46287189079989	36.39334395678749	36.35813549713869	36.29913861316858	36.124391171605524	36.14505371388761	36.093943212509245	35.999322671808315	35.94502186896786	35.46457380830236	36.04099264109165	36.04769262267922	36.03514952952833	35.92441376240903	35.765256095799074	35.972597427810385	35.93458458764497	35.88508220786376	35.828058313663114	35.74559241826024	35.69604042191184	35.56132645946974	35.49857137412569	35.4379205021187	35.4041347235913	35.76442221922076
104974-001-006_S1_L001_2	35.814355398895266	36.14775017988192	36.14887042867747	36.21002943726642	36.228374090877985	36.262418807253276	36.125497300963346	36.03747669895151	36.04522444247144	35.83846060139924	35.78330619941721	35.72832588849049	35.3041010381326	35.2325273767574	35.003393855920834	35.043822027641845	34.927909966555866	34.571781463931096	34.85722127002567	35.030207085573565	34.84018966490461	34.32606308442143	33.79362888610539	34.550882783631316	35.021195615049905	35.219250520720664	35.36789595322294	35.35233842188366	35.407838901410955	35.297502027925944	35.22161496092112	35.19055056352524	35.05830189486615	34.9603117609927	34.808082492438984	34.684350759087565	34.570246151092235	35.237956704738565
