Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151
104974-001-006_S1_L001_1 - Adapter 1	0.17719647234019265	0.18863969854694582	0.2927782548847296	0.39872289092376695	1.026196674633455	3.1795998836495265	11.026734926052333	50.03309545971662	192.75134464211834	737.135761589404	3145.6953642384105	11851.052631578948	49456.666666666664	48694.444444444445	49118.88888888889	49152.22222222222	57985.555555555555	48080.0	39715.555555555555	47664.444444444445	48862.22222222222	44022.22222222222	46983.333333333336	44767.777777777774	44717.777777777774	41960.0	44096.666666666664	42131.11111111111	44433.333333333336	47250.0	33507.777777777774	41548.88888888889	40773.333333333336	45286.666666666664	33927.777777777774	38948.88888888889	41690.0	34070.0	37831.11111111111	33651.11111111111	38683.333333333336	32715.555555555555	36907.777777777774	28473.333333333332	33434.444444444445	32216.666666666664	43587.777777777774	19396.666666666668	30828.888888888887	28930.0	31763.333333333332	25980.0	30858.888888888887	24942.222222222223	24645.555555555555	25235.555555555555	26560.0	22136.666666666668	24780.0	27771.11111111111	23187.777777777777	20362.222222222223	18637.777777777777	21705.555555555555	19566.666666666668	19482.222222222223	17881.11111111111	30364.444444444445	23338.888888888887	29634.444444444445	21256.666666666668	18811.11111111111	1490.0	2330.0	8464.444444444443	11557.777777777777	12831.111111111111	12784.444444444443	13080.0	12668.888888888889	13727.777777777777	13332.222222222223	12003.333333333334	11006.666666666666	46196.666666666664	10745.555555555555	9881.111111111111	9015.555555555555	8394.444444444443	7913.333333333333	8226.666666666666	8113.333333333333	7771.111111111111	6901.111111111111	5843.333333333333	5238.888888888889	5307.777777777777	4488.888888888889	4637.777777777777	4204.444444444444	4552.222222222222	4990.0	4475.555555555556	3886.6666666666665	3341.111111111111	2801.111111111111	2482.222222222222	2333.3333333333335	2306.6666666666665	2285.5555555555557	2114.4444444444443	2267.777777777778	2230.0	1970.0	1936.6666666666665	1653.3333333333333	1912.2222222222222	1784.4444444444443	1640.0	1754.4444444444443	1684.4444444444443	1536.6666666666665	2160.0	1661.111111111111	1635.5555555555554	1634.4444444444443	1614.4444444444443	1797.7777777777778	1501.111111111111	1553.3333333333333	1498.888888888889	1733.3333333333333	1612.2222222222222	1617.7777777777778	1781.111111111111	1692.2222222222222	1768.888888888889	1570.0	1631.111111111111	1445.5555555555554	1268.888888888889	1454.4444444444443	1631.111111111111	1723.3333333333333	1966.6666666666665	3763.333333333333	3486.6666666666665	8065.555555555556	8688.888888888889	66672.22222222222	54447350.0
104974-001-006_S1_L001_2 - Adapter 1	0.16602083213265784	0.1924559371395764	0.25066277915680374	0.37709703718127824	1.0113781251060487	2.941016773859927	11.300031026993485	55.23528803392285	171.14604882085231	748.4271523178808	3045.430463576159	11760.0	52886.666666666664	48125.555555555555	44005.555555555555	60416.666666666664	36697.777777777774	47626.666666666664	47617.777777777774	53255.555555555555	40378.88888888889	46072.22222222222	45048.88888888889	44264.444444444445	48688.88888888889	40258.88888888889	41658.88888888889	41031.11111111111	41897.777777777774	39793.333333333336	41806.666666666664	39730.0	41362.22222222222	39526.666666666664	39276.666666666664	36806.666666666664	41033.333333333336	34508.88888888889	34007.777777777774	36454.444444444445	34692.22222222222	32392.222222222223	34743.333333333336	29772.222222222223	32495.555555555555	30020.0	31685.555555555555	35951.11111111111	24930.0	28326.666666666664	30545.555555555555	27483.333333333332	26823.333333333332	28400.0	23397.777777777777	24040.0	24118.888888888887	24573.333333333332	25077.777777777777	20747.777777777777	22777.777777777777	22474.444444444445	21884.444444444445	18133.333333333332	21793.333333333332	18768.888888888887	15887.777777777777	16000.0	18454.444444444445	17667.777777777777	18355.555555555555	19143.333333333332	19112.222222222223	16181.111111111111	23551.11111111111	17616.666666666668	14821.111111111111	5103.333333333333	8803.333333333334	10615.555555555555	11966.666666666666	11685.555555555555	10735.555555555555	9455.555555555555	10342.222222222223	8785.555555555555	8702.222222222223	7924.444444444444	7741.111111111111	7251.111111111111	7581.111111111111	7591.111111111111	7178.888888888889	5956.666666666667	5316.666666666667	4815.555555555556	4358.888888888889	4160.0	4396.666666666667	4006.6666666666665	4428.888888888889	4645.555555555556	4178.888888888889	3526.6666666666665	2938.8888888888887	2536.6666666666665	2267.777777777778	2126.6666666666665	2086.6666666666665	2117.777777777778	1942.2222222222222	2071.111111111111	2088.8888888888887	1790.0	1786.6666666666665	1507.7777777777778	1728.888888888889	1503.3333333333333	1370.0	1615.5555555555554	1618.888888888889	1346.6666666666667	1514.4444444444443	1491.111111111111	2491.111111111111	1473.3333333333333	1513.3333333333333	1625.5555555555554	1318.888888888889	1358.888888888889	1554.4444444444443	1854.4444444444443	1427.7777777777778	1294.4444444444443	1261.111111111111	1237.7777777777778	1150.0	1017.7777777777777	1074.4444444444443	914.4444444444445	752.2222222222222	728.8888888888889	730.0	675.5555555555555	732.2222222222222	1153.3333333333333	902.2222222222222	546.6666666666666	441.1111111111111	608.8888888888889	1695.5555555555554
104974-001-007_S1_L001_1 - Adapter 1	0.6657539125659352	0.6550454080278096	0.9963587164385855	1.3878936199186713	3.280995074148401	8.948421903098856	32.77767352640687	150.58798999165973	561.8312208138759	2121.975967957276	10109.358288770054	43610.21276595745	182167.5	169796.6666666667	160455.0	153550.83333333334	175135.83333333334	125105.0	119994.16666666667	149860.0	155541.6666666667	134012.5	161446.6666666667	152766.6666666667	154315.83333333334	138451.6666666667	167309.1666666667	152067.5	138532.5	128350.83333333334	107132.5	110634.16666666667	111388.33333333334	117685.0	101517.5	105379.16666666667	116787.5	113995.83333333334	105607.5	90392.5	107981.66666666667	107025.83333333334	101463.33333333334	95394.16666666667	104185.83333333334	85846.66666666667	127198.33333333334	39399.16666666667	74845.83333333334	75735.0	80339.16666666667	61937.5	82944.16666666667	61300.0	63296.66666666667	72535.83333333334	80648.33333333334	60932.5	71216.66666666667	73982.5	59727.5	48332.5	42290.833333333336	66110.0	58185.833333333336	50417.5	45188.333333333336	97665.83333333334	67606.66666666667	77525.83333333334	39430.0	32350.833333333336	3853.3333333333335	7766.666666666667	22921.666666666668	35670.0	41051.66666666667	39810.0	34877.5	31575.0	30064.166666666668	30042.5	28555.0	30441.666666666668	42598.333333333336	38110.833333333336	36858.333333333336	42733.333333333336	36128.333333333336	34082.5	26695.0	23594.166666666668	22895.833333333336	19767.5	19913.333333333336	17662.5	17186.666666666668	15530.0	14958.333333333334	15959.166666666668	17360.833333333336	14709.166666666668	13350.0	11965.833333333334	10217.5	9523.333333333334	8343.333333333334	7090.833333333334	6840.833333333334	5796.666666666667	5619.166666666667	5065.0	5326.666666666667	4775.833333333334	5886.666666666667	4952.5	6179.166666666667	5633.333333333334	6762.5	5402.5	5623.333333333334	5514.166666666667	6702.5	6119.166666666667	12818.333333333334	5327.5	7630.0	5315.833333333334	5435.0	5119.166666666667	5600.833333333334	5949.166666666667	5722.5	4085.8333333333335	4533.333333333334	4180.833333333334	3870.0	3815.8333333333335	4580.833333333334	2940.8333333333335	3385.8333333333335	2125.0	2196.666666666667	1925.8333333333335	2445.0	2809.166666666667	3047.5	4157.5	6443.333333333334	32798.333333333336	12480040.0
104974-001-007_S1_L001_2 - Adapter 1	0.7487694350614094	0.6549106150507843	0.8974622107285759	1.2424344898000406	3.6451432145742655	8.883994891709452	35.01761848168303	169.41034195162635	498.42895263509	2297.4766355140187	9545.935828877005	44990.0	198467.5	170915.0	148873.33333333334	162976.6666666667	145795.0	114806.66666666667	156361.6666666667	159498.33333333334	126780.0	146054.1666666667	151110.0	151244.1666666667	166292.5	143556.6666666667	167738.33333333334	142488.33333333334	135050.83333333334	128976.66666666667	120362.5	109705.0	109465.0	113605.83333333334	105475.83333333334	106417.5	114300.0	142183.33333333334	117260.83333333334	170872.5	121980.0	103076.66666666667	105195.83333333334	95261.66666666667	90575.0	87413.33333333334	93025.83333333334	96670.83333333334	64826.66666666667	73988.33333333334	81171.66666666667	70380.0	72421.66666666667	72331.66666666667	67018.33333333334	73226.66666666667	67015.0	72970.83333333334	73827.5	56996.66666666667	59705.0	59996.66666666667	60124.16666666667	57544.16666666667	79754.16666666667	51623.333333333336	46541.66666666667	46881.66666666667	62972.5	62790.0	45540.0	46246.66666666667	42603.333333333336	42285.833333333336	64140.833333333336	58394.16666666667	49603.333333333336	14513.333333333334	22398.333333333336	26891.666666666668	27205.833333333336	27602.5	26369.166666666668	28586.666666666668	32225.833333333336	36872.5	36048.333333333336	41098.333333333336	35316.66666666667	33405.0	26399.166666666668	23543.333333333336	22554.166666666668	19495.833333333336	19847.5	17348.333333333336	16995.0	15553.333333333334	14885.833333333334	16031.666666666668	17522.5	14978.333333333334	13465.0	11467.5	9967.5	9143.333333333334	7829.166666666667	6819.166666666667	6414.166666666667	5547.5	5441.666666666667	5063.333333333334	5120.0	4633.333333333334	5795.833333333334	4855.0	5999.166666666667	5432.5	6608.333333333334	5255.833333333334	5504.166666666667	5308.333333333334	6319.166666666667	5832.5	12690.833333333334	5176.666666666667	7473.333333333334	5111.666666666667	5207.5	4927.5	5423.333333333334	5765.0	5485.833333333334	3865.8333333333335	4260.0	3909.166666666667	3624.166666666667	3520.8333333333335	4185.0	2685.0	3072.5	1715.0	1710.0	1371.6666666666667	1805.8333333333335	1639.1666666666667	1568.3333333333335	915.8333333333334	1523.3333333333335	1243.3333333333335	1797.5
104974-001-008_S1_L001_1 - Adapter 1	0.5952063291572464	0.582556088166148	0.9189340919148214	1.3306069074551898	3.478428546021286	9.62348078089547	35.17298187808896	158.38844955667386	609.798754192621	2249.885057471264	11129.846153846154	48347.57575757576	224098.75	200812.5	188546.25	175022.5	199573.75	138915.0	137113.75	177245.0	184737.5	155503.75	180576.25	199021.25	185092.5	168885.0	211197.5	180065.0	172817.5	149331.25	127605.0	127793.75	122515.0	127486.25	143577.5	105893.75	140955.0	116135.0	121347.5	149622.5	113965.0	132188.75	113072.5	139952.5	121191.25	107565.0	184867.5	49158.75	112900.0	858826.25	171006.25	15256.25	154447.5	75118.75	14118.75	74230.0	61622.5	18570.0	19201.25	11478.75	36628.75	5035.0	11961.25	42497.5	10995.0	9178.75	27935.0	46215.0	6627.5	18087.5	18423.75	23921.25	3006.25	2335.0	9176.25	27060.0	42891.25	46211.25	42710.0	37415.0	36437.5	36358.75	34027.5	37053.75	49626.25	47790.0	47007.5	54065.0	44510.0	41626.25	32816.25	29410.0	28136.25	24033.75	23396.25	21072.5	19731.25	17895.0	17043.75	18622.5	19326.25	16636.25	14516.25	12763.75	11047.5	10332.5	8408.75	7203.75	7153.75	5833.75	5807.5	5392.5	5502.5	4628.75	6307.5	4996.25	6417.5	5727.5	7623.75	5863.75	5792.5	5620.0	7466.25	6222.5	14772.5	5303.75	8543.75	5763.75	5500.0	5608.75	6185.0	6603.75	6388.75	4481.25	4637.5	4302.5	4030.0	3951.25	5021.25	3040.0	3617.5	2285.0	2323.75	2240.0	2796.25	3290.0	3380.0	5548.75	8123.75	44581.25	16733943.75
104974-001-008_S1_L001_2 - Adapter 1	0.6806371396870816	0.568806271355655	0.7727814896381877	1.1545530578919312	3.921165204856268	9.544327874253964	37.3527033098697	191.14066618739514	472.83660757067565	2470.0191570881225	10486.846153846154	50575.15151515152	242732.5	203803.75	177150.0	187297.5	166187.5	129817.5	180258.75	191100.0	150743.75	174011.25	180040.0	179815.0	214431.25	174742.5	204466.25	180742.5	160598.75	148425.0	149383.75	123027.5	134906.25	136232.5	121678.75	127267.5	146830.0	165245.0	147232.5	175382.5	149596.25	148218.75	118777.5	113797.5	114980.0	102256.25	113368.75	120227.5	70671.25	86585.0	96581.25	84256.25	86133.75	84197.5	78358.75	86330.0	80562.5	86817.5	83998.75	68263.75	71028.75	71626.25	73600.0	69463.75	97541.25	64103.75	57095.0	58357.5	80408.75	77335.0	56811.25	56756.25	52295.0	51592.5	80225.0	74511.25	65997.5	18353.75	28142.5	31981.25	32858.75	33027.5	31162.5	34475.0	39645.0	45602.5	45652.5	52323.75	43078.75	39983.75	31955.0	29092.5	27472.5	23460.0	23067.5	20433.75	19212.5	17638.75	16886.25	18565.0	19388.75	16807.5	14668.75	12232.5	10703.75	9853.75	7908.75	6797.5	6287.5	5495.0	5420.0	5272.5	5233.75	4511.25	6098.75	4813.75	6251.25	5517.5	7432.5	5620.0	5558.75	5360.0	6902.5	5935.0	14711.25	5083.75	8347.5	5461.25	5221.25	5286.25	5985.0	6395.0	6166.25	4132.5	4357.5	4003.75	3810.0	3605.0	4566.25	2671.25	3217.5	1785.0	1715.0	1460.0	1978.75	1907.5	1617.5	982.5	1727.5	1201.25	1896.25
104974-001-009_S1_L001_1 - Adapter 1	0.5729311919888305	0.5088095496034265	0.8216660501221426	1.4665669867233522	4.087798157336858	11.195409057369488	41.18128574063826	183.59343294595092	739.3653136531366	2706.17994100295	14291.775147928995	65014.04761904762	293572.72727272724	253758.1818181818	241449.09090909088	220743.63636363635	249358.1818181818	155260.0	167399.09090909088	226000.90909090906	229999.99999999997	181301.81818181818	222829.99999999997	272646.3636363636	239531.81818181818	195843.63636363635	270279.0909090909	227056.36363636362	226436.36363636362	181679.99999999997	149336.36363636362	142935.45454545453	144670.0	170960.0	121793.63636363635	156321.81818181818	143545.45454545453	158613.63636363635	176000.0	175939.09090909088	161314.54545454544	138867.2727272727	139765.45454545453	141480.0	140264.54545454544	149277.2727272727	193832.72727272726	59564.54545454545	104816.36363636363	107922.72727272726	111488.18181818181	90231.81818181818	119451.81818181818	80146.36363636363	83644.54545454544	100094.54545454544	110736.36363636363	87844.54545454544	103377.27272727272	104331.81818181818	93836.36363636363	75745.45454545454	71814.54545454546	104291.81818181818	96582.72727272726	89459.0909090909	85119.0909090909	156150.0	126472.72727272726	142302.72727272726	72704.54545454546	67010.0	5795.454545454545	11612.727272727272	45285.454545454544	88313.63636363635	111467.27272727272	106151.81818181818	79300.0	62794.54545454545	55998.181818181816	54806.36363636363	48565.454545454544	54281.81818181818	64186.36363636363	66575.45454545454	61020.90909090909	67436.36363636363	57630.90909090909	52989.090909090904	42006.36363636363	35772.72727272727	33018.181818181816	28571.81818181818	26719.090909090908	24167.272727272724	22944.545454545452	20076.363636363636	18893.63636363636	20486.363636363636	20936.363636363636	17697.272727272724	14829.999999999998	13648.181818181816	10823.636363636362	9959.090909090908	8290.90909090909	7804.545454545454	6799.999999999999	5363.636363636363	4833.636363636363	3888.181818181818	3985.454545454545	3249.090909090909	4524.545454545454	3071.8181818181815	4920.0	4098.181818181818	6109.090909090909	3743.6363636363635	3519.090909090909	3097.272727272727	4300.909090909091	3459.9999999999995	14875.454545454544	2330.0	7580.90909090909	2463.6363636363635	2187.272727272727	2211.8181818181815	3204.5454545454545	1919.090909090909	2525.454545454545	1474.5454545454545	1790.9090909090908	1449.090909090909	1521.8181818181818	1236.3636363636363	1745.4545454545453	996.3636363636363	1175.4545454545453	936.3636363636363	938.1818181818181	1029.090909090909	1512.7272727272725	1685.4545454545453	1889.090909090909	3834.545454545454	5565.454545454545	35989.090909090904	15767999.09090909
104974-001-009_S1_L001_2 - Adapter 1	0.7158422913370069	0.4422112582783992	0.5808146656351594	1.1126803696564644	4.893779534708101	11.190855008301051	43.34555432577015	207.49400479616307	638.9630996309963	2960.4424778761063	13155.502958579882	68847.85714285714	317159.0909090909	248673.63636363635	229625.45454545453	230054.54545454544	187312.72727272726	151692.72727272726	215589.09090909088	251426.36363636362	183543.63636363635	215788.1818181818	219874.54545454544	227179.99999999997	283834.5454545454	225814.54545454544	243094.54545454544	233404.54545454544	196361.81818181818	186889.99999999997	170240.9090909091	142954.54545454544	142691.81818181818	143805.45454545453	163156.36363636362	143798.1818181818	163673.63636363635	176729.09090909088	176524.54545454544	204904.54545454544	198448.1818181818	190230.9090909091	132407.2727272727	141262.72727272726	138638.1818181818	129300.90909090907	146472.72727272726	140952.72727272726	90539.99999999999	103328.18181818181	115304.54545454544	98950.90909090909	102385.45454545454	96108.18181818181	88454.54545454544	100667.27272727272	92411.81818181818	106156.36363636363	99136.36363636363	89631.81818181818	91643.63636363635	92067.27272727272	98444.54545454544	93406.36363636363	131243.63636363635	92940.90909090909	82428.18181818181	84643.63636363635	111989.99999999999	105955.45454545454	69456.36363636363	83649.0909090909	72001.81818181818	72615.45454545454	130685.45454545453	150870.9090909091	150194.54545454544	31921.81818181818	45463.63636363636	51731.81818181818	49668.181818181816	49771.81818181818	43854.54545454545	50985.454545454544	56073.63636363636	64520.90909090909	59729.090909090904	64649.99999999999	55984.54545454545	51093.63636363636	41002.72727272727	35027.27272727273	32088.181818181816	27659.999999999996	26167.272727272724	23339.090909090908	21861.81818181818	19567.272727272724	18424.545454545452	20100.0	20813.63636363636	17628.181818181816	14821.81818181818	12513.636363636362	10337.272727272726	9199.090909090908	7392.727272727272	7145.454545454545	5701.818181818181	4789.090909090909	4361.818181818181	3554.545454545454	3562.7272727272725	2918.181818181818	4300.909090909091	2814.5454545454545	4610.0	3749.090909090909	5993.636363636363	3529.090909090909	3276.363636363636	2899.090909090909	3997.272727272727	3121.8181818181815	14726.363636363636	2124.5454545454545	7464.545454545454	2320.9090909090905	1976.3636363636363	2062.7272727272725	3056.363636363636	1845.4545454545453	2332.7272727272725	1303.6363636363635	1370.9090909090908	1250.9090909090908	1316.3636363636363	1054.5454545454545	1471.8181818181818	754.5454545454545	918.1818181818181	586.3636363636363	518.1818181818181	496.3636363636363	932.7272727272726	558.1818181818181	458.18181818181813	286.3636363636363	592.7272727272726	317.27272727272725	1021.8181818181818
104974-001-010_S1_L001_1 - Adapter 1	0.6321086366429213	0.5695736724377027	0.9307760529968578	1.6109783531561799	4.264445366369195	11.720387126470195	41.91482145452783	186.515503875969	720.2674418604652	2629.2713178294575	13549.875776397514	62719.5	298728.0	276198.0	253675.0	232805.0	264485.0	164148.0	169039.0	233663.0	237171.0	205168.0	240221.0	285923.0	263880.0	204402.0	298723.0	257628.0	228425.0	169350.0	146031.0	138542.0	133823.0	134770.0	158908.0	184004.0	144884.0	138508.0	158628.0	209467.0	172973.0	167320.0	132956.0	122117.0	152403.0	134676.0	199324.0	55784.0	92593.0	106058.0	108665.0	84415.0	114411.0	81209.0	84689.0	98096.0	112061.0	86964.0	103775.0	106045.0	88124.0	74062.0	67646.0	103556.0	95445.0	88564.0	81734.0	177879.0	143503.0	152926.0	68529.0	57892.0	5899.0	11880.0	42157.0	81915.0	102735.0	96672.0	70451.0	54706.0	46834.0	46893.0	42357.0	44224.0	55186.0	50408.0	46933.0	49409.0	41902.0	36829.0	31004.0	26798.0	24058.0	20051.0	18474.0	16737.0	15174.0	13224.0	12924.0	12765.0	12726.0	10845.0	10079.0	8356.0	7218.0	6270.0	5988.0	5974.0	5494.0	4031.0	4094.0	3000.0	3501.0	2442.0	4541.0	3097.0	5053.0	3797.0	6681.0	3738.0	3803.0	3056.0	5223.0	3382.0	26697.0	2387.0	10689.0	3290.0	2387.0	2220.0	3257.0	1734.0	2369.0	1537.0	1797.0	1631.0	1434.0	1099.0	1606.0	930.0	1048.0	848.0	834.0	827.0	1687.0	1600.0	1618.0	3223.0	4940.0	30966.0	12613025.0
104974-001-010_S1_L001_2 - Adapter 1	0.8078918932953844	0.4872924697114825	0.5781910707668245	1.1111481226746591	5.081004884518832	11.603801010211125	44.02441978778042	211.86046511627907	601.5736434108527	2889.5968992248063	12445.403726708073	66040.25	333192.0	256257.0	246834.0	259697.0	165338.0	182134.0	218282.0	255336.0	207311.0	234013.0	240303.0	238678.0	299461.0	243131.0	285891.0	255122.0	208795.0	169592.0	176381.0	131144.0	133171.0	136537.0	163368.0	161336.0	165043.0	168899.0	185342.0	203620.0	197817.0	178325.0	153021.0	131300.0	145104.0	123853.0	146451.0	141144.0	83823.0	99210.0	115144.0	94794.0	100983.0	95150.0	88092.0	95545.0	93457.0	106505.0	93942.0	89659.0	93272.0	91629.0	97194.0	89289.0	134180.0	92274.0	80183.0	91618.0	131592.0	127135.0	75521.0	89771.0	70882.0	67308.0	123768.0	137391.0	125721.0	28023.0	40390.0	44913.0	41364.0	42607.0	38603.0	41865.0	45330.0	48986.0	45978.0	47587.0	40816.0	35744.0	30289.0	26554.0	23548.0	19672.0	18392.0	16177.0	14684.0	12993.0	12685.0	12485.0	12737.0	10765.0	10509.0	7862.0	7153.0	5856.0	5664.0	5600.0	4958.0	3712.0	3700.0	2950.0	3440.0	2256.0	4337.0	2885.0	4770.0	3564.0	6511.0	3558.0	3600.0	2805.0	4278.0	3178.0	26469.0	2156.0	10518.0	3164.0	2201.0	2067.0	3119.0	1625.0	2223.0	1326.0	1343.0	1212.0	1203.0	885.0	1362.0	712.0	818.0	523.0	475.0	425.0	1132.0	591.0	475.0	295.0	607.0	445.0	813.0
104974-001-011_S1_L001_1 - Adapter 1	0.5151040476425601	0.45813108124992186	0.7206411920754078	1.2082443942648886	3.208042539049518	8.61684911396502	32.12396541360337	141.10689846495282	548.34628190899	2053.0325443786983	10362.958579881657	47181.90476190476	212453.63636363635	189902.72727272726	176988.1818181818	161012.72727272726	183456.36363636362	113209.0909090909	118746.36363636363	157338.1818181818	166408.1818181818	136560.9090909091	165241.81818181818	190659.99999999997	179752.72727272726	147370.9090909091	201858.1818181818	172281.81818181818	162494.54545454544	127334.54545454544	113437.27272727272	104264.54545454544	102447.27272727272	111626.36363636363	111476.36363636363	97340.90909090909	129097.27272727272	99072.72727272726	121709.99999999999	100885.45454545454	132456.36363636362	131460.9090909091	93444.54545454544	106986.36363636363	120465.45454545453	86790.0	149691.81818181818	39771.81818181818	76539.0909090909	90480.90909090909	85189.0909090909	55243.63636363636	98135.45454545454	55617.27272727272	59899.090909090904	83016.36363636363	99266.36363636363	68440.90909090909	84104.54545454544	78111.81818181818	85000.90909090909	44850.90909090909	45824.54545454545	85760.0	69133.63636363635	55212.727272727265	66532.72727272726	145370.0	71664.54545454546	93699.0909090909	54469.090909090904	50895.454545454544	3529.9999999999995	7386.363636363636	28271.81818181818	59000.90909090909	75383.63636363635	72863.63636363635	55999.99999999999	45944.54545454545	41083.63636363636	41587.27272727272	38345.454545454544	40394.54545454545	52143.63636363636	50855.454545454544	47729.090909090904	52993.63636363636	44003.63636363636	41610.0	33950.0	29481.81818181818	27991.81818181818	24272.727272727272	23150.90909090909	20430.90909090909	18919.090909090908	17018.181818181816	16539.090909090908	17978.181818181816	17416.363636363636	14999.090909090908	13192.727272727272	11652.727272727272	9284.545454545454	8225.454545454544	7102.727272727272	6655.454545454545	6497.272727272727	4591.818181818181	4501.818181818181	3419.9999999999995	3669.090909090909	2788.181818181818	4729.090909090909	3075.454545454545	5090.90909090909	3807.272727272727	6251.818181818181	3546.363636363636	3447.272727272727	2657.272727272727	4247.272727272727	2850.9090909090905	15836.363636363634	1985.4545454545453	7339.090909090908	2061.8181818181815	1860.9090909090908	1559.090909090909	2802.7272727272725	984.5454545454545	1880.9090909090908	1191.8181818181818	1758.181818181818	1844.5454545454545	1128.181818181818	795.4545454545454	1326.3636363636363	744.5454545454545	759.9999999999999	750.9090909090909	744.5454545454545	959.090909090909	1530.9090909090908	1763.6363636363635	1950.9090909090908	4940.0	7182.727272727272	51310.90909090909	22556562.727272727
104974-001-011_S1_L001_2 - Adapter 1	0.6501253327369344	0.3919408654711685	0.4602115482305131	0.8636731603475226	3.833311659225223	8.620201366331827	33.90645951819485	162.17125947845383	460.9655937846837	2254.9112426035504	9606.331360946746	49954.52380952381	229674.54545454544	189435.45454545453	166872.72727272726	169290.9090909091	142065.45454545453	108660.90909090909	157905.45454545453	174464.54545454544	131997.2727272727	157070.9090909091	163981.81818181818	165408.1818181818	210620.9090909091	165127.2727272727	189219.09090909088	172739.09090909088	144890.9090909091	129842.72727272726	129704.54545454544	101204.54545454544	110169.0909090909	104970.90909090909	115977.27272727272	95027.27272727272	135919.0909090909	119312.72727272726	129867.27272727272	171329.09090909088	131780.0	116726.36363636363	114305.45454545453	104150.90909090909	95133.63636363635	92899.99999999999	107023.63636363635	101950.90909090909	66432.72727272726	74220.90909090909	81453.63636363635	71347.27272727272	72265.45454545454	71354.54545454546	67711.81818181818	76150.90909090909	71215.45454545454	83849.0909090909	84255.45454545454	65877.27272727272	70175.45454545454	71030.90909090909	72296.36363636363	70194.54545454546	102308.18181818181	68536.36363636363	60231.81818181818	66759.0909090909	99688.18181818181	97310.90909090909	59406.36363636363	66565.45454545454	56005.454545454544	54214.54545454545	92780.90909090909	101209.0909090909	97821.81818181818	22635.454545454544	33380.0	38256.36363636363	36806.36363636363	38115.454545454544	35251.81818181818	38750.90909090909	43712.72727272727	50107.27272727272	47202.72727272727	51845.454545454544	43171.81818181818	40580.90909090909	33236.36363636363	29274.545454545452	27349.999999999996	23675.454545454544	22846.363636363636	19811.81818181818	18421.81818181818	16869.090909090908	16368.181818181816	17840.90909090909	17616.363636363636	14978.181818181816	13429.999999999998	10807.272727272726	8749.090909090908	7759.090909090908	6609.090909090909	6156.363636363636	5010.90909090909	4247.272727272727	4099.090909090909	3180.9090909090905	3454.545454545454	2494.5454545454545	4396.363636363636	2690.0	4591.818181818181	3389.9999999999995	6027.272727272727	3282.7272727272725	3271.8181818181815	2475.454545454545	3824.545454545454	2604.5454545454545	15700.90909090909	1803.6363636363635	7243.636363636363	1955.4545454545453	1687.272727272727	1420.9090909090908	2665.454545454545	845.4545454545454	1663.6363636363635	889.090909090909	900.9090909090909	702.7272727272726	849.9999999999999	547.2727272727273	873.6363636363635	405.45454545454544	491.81818181818176	304.5454545454545	260.0	285.45454545454544	799.9999999999999	419.09090909090907	193.63636363636363	118.18181818181817	288.18181818181813	158.18181818181816	853.6363636363635
