Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
104974-001-001_S1_L001_1	7.317094160238511	5.640012295538553	7.073935236539541	6.957515706904072	6.002322984556019	4.624429063469328	3.5234624139065738	2.748439748555185	2.162232919069721	19.02006516269956	5.773087528370628	13.779962506155135	5.179360693755696	7.479219707315784	1.209377538204199	1.5094823347215371
104974-001-001_S1_L001_2	17.754821266725976	8.977055011884804	11.070721772631094	10.559633220077188	8.473828866819364	6.116590336235069	4.239467384674276	2.937789974299242	2.04836330667422	14.49229944653072	3.7557343490430113	5.281168187333624	1.03502385389451	0.6427819069179266	0.020135848798380436	2.594585267460542
104974-001-002_S1_L001_1	5.023261425414233	3.145727378894066	4.31814502648061	5.2689017282405635	5.438251682024664	4.949110296074742	4.294611538742849	3.5810625519742114	2.857297785436364	23.076912559348717	6.173479232397437	13.820583012033863	5.5236753650957136	9.119846878131225	1.4493408582817906	1.9597926814291307
104974-001-002_S1_L001_2	10.888848077525012	5.116747809832319	7.342214102280624	8.891426164683864	9.073667574450981	8.045033207851693	6.686465593625625	5.10982539607121	3.6938879913582174	20.13986579080769	4.273302872145555	6.550293136007164	1.4168273141389387	0.9931447953174491	0.01285705085387021	1.7655931230496604
104974-001-003_S1_L001_1	4.865102036068624	0.828109127648066	0.7688664248599412	1.014770190186633	1.5017319477843112	2.158510263943288	2.83128586159641	3.4653047983882543	4.052995860228862	45.0262632079749	6.840827658356163	12.938326318598417	4.091924228609392	5.320108355560539	1.4474921181623492	2.84838160203386
104974-001-003_S1_L001_2	13.593058538831457	0.9430064182066865	0.9437079021933202	1.360380765956958	2.2458611686904986	3.069880844710424	4.161847628581905	5.030446217559609	5.810982325007333	50.45888697209825	3.3714553886443794	3.930377571565877	0.6492839194605264	0.6142609888841041	0.163204967897839	3.653358381710978
104974-001-004_S1_L001_1	6.819878831716959	5.6544296152185485	8.077769931217556	9.2625343154713	8.796479979561232	7.558867537316876	5.646434712744986	4.263693237109923	3.209522909491991	22.226162606775176	4.9533419683508715	6.3369915087211055	1.1645028309679255	1.7092501396210305	1.1783220187968286	3.1418178569177306
104974-001-004_S1_L001_2	15.110429362485522	8.162105835286225	11.573155168468228	12.566348235531047	11.63432372482771	9.078576398652418	6.433352708422592	4.294210985200395	2.9062167051336116	10.239557986541596	1.035249458397929	1.078511504835368	0.3307225168077154	0.48104310575660175	0.16554700526523505	4.910649298387875
104974-001-005_S1_L001_1	4.604244693575752	0.5746495718066026	0.3500735904624595	0.28469782303406166	0.2616171892062515	0.27230823779758906	0.28237960781551896	0.37420454546710846	0.4092531131685226	47.51821719154497	9.77704842862263	15.804405987108803	5.352522445897721	8.28583368457722	2.001484136780868	3.847059753133876
104974-001-005_S1_L001_2	14.892956699912224	0.6349253176810925	0.3595203184511852	0.29215607370970864	0.31678234578260517	0.3441989778391198	0.39036311428088283	0.5380055304439784	0.6188445457035593	63.489124408060874	5.84677438125376	6.651743045436037	1.3518596388604225	1.0003521916572133	0.1825353140297737	3.089858096897564
104974-001-006_S1_L001_1	7.689364518011502	8.268170003023892	10.262416480146118	10.112757672150789	8.240995439062832	6.047783122443882	4.209349904736561	2.9653844767182362	2.164248878427037	16.324349224811343	4.979114586191865	9.626092509695908	2.5519323954555535	2.9070242311926084	0.8451219400828596	2.8058946178488444
104974-001-006_S1_L001_2	13.48853576424404	10.274195608400888	12.649237295299432	12.134735553914126	9.595773623913283	6.841343360457142	4.4581646789663205	2.8931760956086796	2.022272202864438	12.48117202276112	2.9776206012342272	4.083767852110702	0.8842424019928433	0.6896125336019578	0.08822951904204171	4.4379208855886825
104974-001-007_S1_L001_1	15.065444170527112	13.299025851747858	10.742778252888527	7.0784261980439425	4.410561263513402	2.726682144371797	1.7377279416317146	1.2810872602080003	0.9286706930312789	7.611411107465282	2.019566159752675	4.346420332434179	1.9737985179965853	6.372392986212088	4.13551953968119	16.27048758049429
104974-001-007_S1_L001_2	22.96021079625601	14.901068075761792	11.358851268109712	7.003821675816889	3.903935056978657	2.191133747252089	1.310213873757036	0.8635397927349334	0.6350068350435711	5.740006246463956	1.8057391588575482	4.678545439113529	2.2697170427613123	6.930537226388286	3.3948292229484647	10.052844541756402
104974-001-008_S1_L001_1	15.80042294572708	12.160061127269946	7.974193496904121	4.739109731998795	2.6978731533663867	1.6574797246378232	1.18142151289834	0.8521010204488949	0.6835649816669489	7.09865289630867	2.3115425866679518	4.871797427439114	2.348336526028796	7.997586907635982	5.8574372585304655	21.768418702470743
104974-001-008_S1_L001_2	21.998996164528943	13.87615486817888	8.525900479393673	4.646883352653002	2.4390738849595888	1.4105417756358802	0.905574288940161	0.6646612542628365	0.5213446729122648	6.1336059369290545	2.384694247837732	6.27625213206136	3.2081329487485224	9.574583087649634	4.609038409706519	12.824562495602192
104974-001-009_S1_L001_1	3.3901446712740153	2.737730734515092	3.036761301214478	2.9000398359881707	2.361898973871682	1.8518168565140911	1.3994863641018087	0.969139405202202	0.7482080348331208	6.565615513040761	2.0260779416259216	3.9355664819721463	1.7617793355350593	7.597735108445	6.271022789800551	52.44697665206586
104974-001-009_S1_L001_2	6.7291677923233735	3.4048062183464407	3.7342414583491745	3.5808068784353964	2.7988062148368575	2.131799436504767	1.5196865185211725	1.0683730913375573	0.7519306858782616	6.458221794502125	2.415104232106809	6.953219527220133	4.1531814988121365	13.421383877867424	7.6049159772984485	33.274354797659925
104974-001-010_S1_L001_1	3.4857722482959335	2.3112667177448247	2.7789265577733544	2.9053016926095463	2.599829811366584	2.022174811551336	1.5536380081137144	1.1783536027279657	0.8796350152481128	6.6612431514675965	1.755313240666524	3.1238252647715714	1.5220670595574046	7.0297632225742275	6.0120952514279145	54.18079434410345
104974-001-010_S1_L001_2	7.53201496325056	2.9355271624974404	3.429938124013148	3.4659039596570613	2.951686588199739	2.2975987970351426	1.6391917490883403	1.1767160388434497	0.8130158068090683	5.711658377988267	1.9422657807959578	5.920101456420263	3.8721450617474824	13.135073591168581	7.927007717317998	35.25015482516763
104974-001-011_S1_L001_1	2.9058391051869594	0.851595075431247	1.011160328884769	1.3101650937797942	1.5449697610096547	1.6280788784601583	1.6362823029697777	1.4310929728218917	1.29301332264254	9.70571517390308	2.405554772448318	4.436015578384919	1.9391837174498334	8.422454216250445	7.128789462158422	52.35009023821821
104974-001-011_S1_L001_2	6.877926350185456	1.0961095925452742	1.3126865023982557	1.6776103400170637	2.075539586848853	2.126744464227136	2.005685467304365	1.8327479603482668	1.5230185126085343	9.492232172855438	2.5161429965317206	7.177863841530296	4.253296741439844	14.230284414219701	7.870311395836184	33.93179966110363
104974-001-012_S1_L001_1	10.462920138929322	4.868794961627193	2.757814210231497	1.7521709326636818	1.2874310814256653	1.0645390280913962	0.8334121090224587	0.7154944665228636	0.6076044385193831	7.86851457183047	3.0569234711288336	7.9135302185606715	3.3186074913231565	7.172987020715526	3.782968371451957	42.53628748795583
104974-001-012_S1_L001_2	11.970272965477356	5.155699082285706	2.822493793675132	1.827343960786777	1.3545778615495834	0.985997881255797	0.8041570334397289	0.6735149220354312	0.591516738006396	7.452014769859	3.1733393261320595	7.737901294992932	2.866297690486488	5.386409059685785	3.197775516760089	44.00068810357174
104974-001-013_S1_L001_1	6.9360858830697705	3.978721751295032	2.438684494044832	1.5821076098030133	1.160607708454855	0.8869043195287354	0.7102858233099194	0.5928800052938026	0.5289346598305035	6.7460064240865245	2.5940314124137944	6.8007567844018455	3.13726408090517	6.553930026679258	2.762079847317913	52.590719169565006
104974-001-013_S1_L001_2	8.292635158015326	4.258705988767146	2.6010100725867553	1.6994427260162008	1.1930755322928963	0.934517910384764	0.7704566911402959	0.5916578135353903	0.499794834350309	6.645039804169989	2.713408311993292	6.708309782968574	2.7063696525054413	4.660416392390285	2.479050619662158	53.246108709221055
104974-001-014_S1_L001_1	3.431020939400274	1.5860724119024499	0.81029025379277	0.500531518140843	0.3460674470912654	0.2796970641542722	0.23196689873044388	0.1927565561196912	0.17128541189288987	2.8922310187961755	1.3019457242978494	3.613358627905878	2.0028740682091866	5.487844575944192	3.330659864579244	73.82139761904256
