Sample	5.0	10.0	15.0	20.0	25.0	30.0	35.0	40.0	45.0	50.0	55.0	60.0	65.0	70.0	75.0	80.0	85.0	90.0	95.0	100.0
104974-001-001_S1_L001	54752.0	72896.0	84073.0	91849.0	97759.0	102489.0	106450.0	109814.0	112643.0	115110.0	117394.0	119450.0	121275.0	123027.0	124513.0	125945.0	127260.0	128455.0	129564.0	130600.0
104974-001-002_S1_L001	55537.0	73820.0	84966.0	92725.0	98512.0	103308.0	107297.0	110630.0	113529.0	116084.0	118403.0	120481.0	122274.0	123885.0	125418.0	126816.0	128058.0	129257.0	130370.0	131423.0
104974-001-003_S1_L001	18996.0	29153.0	36686.0	42671.0	47655.0	51888.0	55545.0	58873.0	61743.0	64380.0	66753.0	68884.0	70831.0	72623.0	74249.0	75811.0	77232.0	78594.0	79824.0	80945.0
104974-001-004_S1_L001	26303.0	39143.0	48174.0	55189.0	60814.0	65479.0	69534.0	72997.0	76169.0	78939.0	81441.0	83641.0	85706.0	87554.0	89256.0	90815.0	92313.0	93669.0	94928.0	96039.0
104974-001-005_S1_L001	5744.0	8457.0	10385.0	11877.0	13211.0	14421.0	15495.0	16432.0	17279.0	18096.0	18844.0	19534.0	20161.0	20777.0	21319.0	21864.0	22359.0	22823.0	23263.0	23635.0
104974-001-006_S1_L001	32840.0	47336.0	57117.0	64256.0	69754.0	74389.0	78313.0	81584.0	84530.0	87076.0	89300.0	91278.0	93126.0	94799.0	96363.0	97742.0	99042.0	100195.0	101291.0	102229.0
104974-001-007_S1_L001	75185.0	96237.0	108023.0	115904.0	121736.0	126346.0	130095.0	133367.0	136104.0	138629.0	140781.0	142742.0	144457.0	146082.0	147537.0	148853.0	149989.0	151111.0	152073.0	153023.0
104974-001-008_S1_L001	61401.0	82008.0	94033.0	102298.0	108480.0	113389.0	117430.0	120889.0	123699.0	126186.0	128337.0	130284.0	132057.0	133661.0	135122.0	136485.0	137690.0	138786.0	139788.0	140720.0
104974-001-009_S1_L001	28431.0	41491.0	50465.0	57271.0	62793.0	67433.0	71466.0	74806.0	77788.0	80390.0	82667.0	84752.0	86607.0	88344.0	89885.0	91244.0	92578.0	93772.0	94872.0	95885.0
104974-001-010_S1_L001	29446.0	43110.0	52597.0	59618.0	65304.0	70008.0	74068.0	77483.0	80475.0	83099.0	85548.0	87662.0	89647.0	91420.0	93083.0	94488.0	95855.0	97122.0	98371.0	99416.0
104974-001-011_S1_L001	15477.0	22368.0	27246.0	30860.0	33871.0	36419.0	38612.0	40543.0	42277.0	43852.0	45273.0	46532.0	47683.0	48767.0	49697.0	50599.0	51493.0	52254.0	52951.0	53669.0
104974-001-012_S1_L001	64478.0	82981.0	93837.0	101411.0	107087.0	111569.0	115261.0	118191.0	120764.0	122897.0	124691.0	126377.0	127762.0	128956.0	130001.0	130843.0	131647.0	132328.0	132890.0	133359.0
104974-001-013_S1_L001	64242.0	82947.0	93790.0	101446.0	107102.0	111608.0	115252.0	118278.0	120805.0	122965.0	124846.0	126472.0	127899.0	129107.0	130127.0	131078.0	131876.0	132496.0	133106.0	133581.0
104974-001-014_S1_L001	26178.0	38971.0	47845.0	54808.0	60249.0	64679.0	68464.0	71753.0	74483.0	76890.0	79005.0	80846.0	82430.0	83776.0	85044.0	86077.0	87015.0	87766.0	88377.0	88887.0
104974-001-015_S1_L001	46141.0	63810.0	74970.0	82950.0	88873.0	93610.0	97409.0	100619.0	103337.0	105682.0	107684.0	109364.0	110839.0	112154.0	113278.0	114279.0	115054.0	115754.0	116345.0	116843.0
104974-001-016_S1_L001	12328.0	17610.0	21421.0	24405.0	26997.0	29198.0	31068.0	32806.0	34224.0	35555.0	36698.0	37829.0	38775.0	39649.0	40415.0	41100.0	41620.0	42097.0	42491.0	42834.0
