Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
104974-001-001_S1_L001_1	99228.0	63889.5	23019.5	14999.5	11874.0	10915.5	10534.0	10124.5	9382.5	8458.5	7582.0	7041.0	6948.5	7388.5	7963.0	9049.0	10602.0	11979.5	14387.0	18597.0	23986.5	31527.5	42197.0	56678.0	74053.0	96512.0	125078.5	159320.5	195904.5	234639.0	269788.5	303695.5	351569.5	396862.5	442409.5	507942.5	575774.0	633328.0	711103.0	760587.5	789052.5	826865.0	838743.0	869820.5	913871.5	939438.5	992742.0	1015247.0	956736.5	942174.0	963389.0	953949.5	939456.0	909789.5	875690.0	864641.5	821466.0	758223.5	744373.5	747259.0	916529.0	4070764.5	7391031.5	12418648.0	9308615.5	1182809.0	717660.0	500660.0	393127.5	314252.5	230953.0	182964.5	156865.5	133232.0	109667.0	92442.0	80942.5	72894.0	63048.5	54277.5	47365.0	38227.0	30939.5	25865.5	21157.0	16860.5	14034.0	11197.0	8483.0	6990.5	6092.0	5124.0	4400.5	4148.5	4427.5	5239.5	7491.0	14451.5	36839.5	31225.5	4526.5
104974-001-001_S1_L001_2	67258.0	46842.5	22738.0	18162.5	17097.5	16895.5	16929.5	16894.5	16784.5	16960.5	16849.0	16570.5	16877.0	17461.0	17946.0	18500.5	19300.5	20591.0	22941.0	26236.0	31621.0	39099.5	49354.5	64575.0	86380.5	112570.0	139855.5	170977.0	208296.5	251976.5	296140.0	343464.5	396065.0	440597.0	483285.0	534593.5	590883.5	657134.0	731948.5	806600.5	873947.0	927771.5	967741.0	997595.5	1012227.0	1023530.0	1031521.0	1012106.5	985980.5	975488.0	951421.5	910169.0	878757.5	849916.5	825966.5	805563.0	767190.5	722041.5	694175.0	668519.5	626519.5	577251.0	536204.0	509120.5	488052.0	461056.0	419712.0	369050.5	319144.0	273434.5	234494.0	206392.0	186508.0	172535.0	163637.5	157587.0	153496.5	148972.0	145430.5	142807.5	139577.0	136485.5	132786.0	129003.5	125316.0	121838.0	119274.5	118212.0	119760.5	126684.5	146711.5	163692.0	174670.5	197852.0	236052.5	311657.0	463035.5	771986.0	1501619.0	3643448.0	12717635.5
104974-001-002_S1_L001_1	137078.0	89512.5	33846.0	22532.0	17740.5	15397.0	14233.5	13336.0	12171.0	11108.5	10257.5	9841.0	9944.5	10563.5	11712.5	13569.0	16116.0	18937.0	23474.0	29904.0	38128.5	49095.5	64488.0	86477.5	111633.0	144171.0	188079.0	238549.0	291224.0	349758.5	403518.5	453365.5	527066.5	599324.0	668707.0	768264.0	871609.0	962925.5	1089758.0	1162080.5	1193002.0	1242124.0	1251379.0	1287670.5	1352668.5	1392658.0	1471839.5	1493137.0	1389306.5	1353537.5	1376354.0	1379570.5	1381390.5	1337327.5	1270105.0	1241041.0	1166186.0	1074942.5	1052465.0	1031474.0	994151.5	1047882.0	2253523.0	5386303.5	8928709.0	5825811.0	939065.0	624304.5	530589.5	449630.5	341612.0	275876.0	238603.5	202544.0	169080.5	145337.5	128610.5	118436.5	103787.5	90000.5	78811.0	64363.5	52769.0	43890.5	36066.5	29180.5	24168.0	18700.0	14274.0	11943.5	10235.0	8426.5	7220.5	6760.5	7037.5	8216.0	11928.0	26163.0	77946.0	68462.0	9807.5
104974-001-002_S1_L001_2	71154.0	51458.0	27834.5	22638.0	20918.0	20368.0	20101.5	19566.0	19058.0	18828.0	18536.5	18343.0	18342.0	18724.5	19527.5	20495.0	21805.0	23906.0	27269.0	32334.0	40064.0	50125.5	64306.5	85908.0	115978.0	151298.5	190671.0	236748.5	292233.5	357847.0	424223.5	493183.5	568779.5	639584.5	707259.5	789291.0	880711.5	981046.0	1096750.5	1217430.0	1321245.5	1395759.5	1445043.5	1485341.5	1511431.5	1535340.0	1552154.0	1515962.5	1462504.0	1433451.5	1393892.5	1334877.0	1286284.5	1246544.0	1212989.0	1176326.0	1113250.0	1041599.0	992650.0	946810.5	880209.0	804196.5	742559.5	701966.0	667284.5	623826.0	561037.0	482850.0	404289.5	329273.0	264805.5	214769.5	178109.0	151106.5	129997.5	115534.5	106219.0	96123.5	85806.5	79096.0	74245.5	70756.0	69272.5	69369.0	70034.5	71035.0	72732.0	76087.5	82061.5	90970.0	105489.0	121462.0	138669.0	166085.5	209087.5	284486.5	423637.0	695404.0	1292455.5	2819152.5	7875545.0
104974-001-003_S1_L001_1	166065.0	104495.5	32845.0	18693.5	13042.5	10393.5	9008.0	8442.5	7641.5	6932.5	6683.0	6878.5	7425.5	8585.5	10031.5	11988.0	15325.0	18653.5	23390.0	29533.0	35497.5	42429.0	52026.5	62397.0	76630.0	96761.0	120550.5	147677.5	176622.0	208301.0	241045.0	275326.5	319478.5	365460.0	408649.5	456529.5	498219.5	541831.5	600435.5	638373.5	668688.0	686361.5	675649.5	674602.0	674359.0	665373.0	664030.0	649843.0	609667.5	585171.5	587487.0	591432.5	584968.0	589739.5	594988.0	583065.5	516477.0	441118.5	416288.5	404154.5	403094.0	427301.0	704791.0	5762512.0	8842408.5	14691455.5	11748056.5	867048.5	408377.5	259345.0	170834.5	128324.5	106207.5	85447.5	73838.5	72695.0	65705.0	55110.0	49759.5	55825.0	50483.0	36709.5	30696.5	21545.5	16604.5	13373.0	11262.5	8287.0	5723.0	4797.0	4030.5	3031.5	2482.0	2536.0	2873.5	3286.0	4303.5	7257.0	16115.5	12900.0	1653.0
104974-001-003_S1_L001_2	53274.0	41037.0	26153.0	22816.0	22166.5	21937.0	21222.0	19911.0	18303.5	17130.5	16311.0	15976.0	16263.5	16602.0	17156.5	18268.0	19701.5	21526.0	23734.5	27152.5	32383.5	39039.5	46861.5	56483.5	68940.0	84756.5	105938.5	131642.0	159018.5	190723.0	226406.0	265006.5	306305.0	345452.0	388882.5	440963.5	494007.0	547973.0	606282.0	664774.0	717951.5	754111.5	773564.0	786250.0	782294.0	756546.5	717944.5	679513.5	651495.0	629781.5	603872.5	579952.5	566758.0	561483.0	568028.5	568646.0	532752.0	478825.5	441435.5	417889.5	391581.5	368810.5	355582.0	338460.5	324510.5	314618.0	296129.5	269566.0	240444.0	213157.5	185134.5	160904.0	142736.5	129550.0	120698.0	115357.0	110430.5	103480.5	98372.0	95014.5	90942.0	88487.5	88778.5	90358.0	93483.5	98211.0	105841.0	117787.5	135909.5	164175.0	209788.0	254513.0	302573.0	380855.0	502668.0	715040.0	1090112.0	1767790.0	3099796.0	6106719.5	14465202.0
104974-001-004_S1_L001_1	78381.0	48689.5	14291.5	7889.0	5530.0	4552.5	4158.5	4061.0	3902.5	3650.5	3610.0	3865.0	4384.5	5260.5	6477.0	8052.5	9939.5	12360.0	15746.0	19487.0	23880.0	29347.0	36202.0	44512.5	54724.5	68520.5	85941.5	105810.0	127888.0	152121.5	176901.0	202655.0	234987.0	269408.5	301005.0	334684.0	364168.0	392404.5	426409.0	448393.5	462775.5	472537.5	471448.0	466888.0	460602.5	450503.0	438397.0	419831.0	390458.0	365864.5	351219.0	338826.0	324317.0	316961.5	320116.0	310199.0	274781.5	246425.5	241856.5	251645.5	293806.5	723888.0	1683192.5	10223908.0	12246724.0	16783242.5	14332894.5	881347.5	278725.5	148697.0	93580.0	66439.0	51151.5	39945.0	33849.0	32354.5	29196.0	25155.5	22467.5	24312.0	21493.0	15088.0	12862.0	9947.5	8109.0	6686.0	5486.5	4092.5	2968.5	2401.0	2014.5	1694.5	1434.5	1454.5	1682.5	2138.0	3320.0	5960.0	11698.5	8491.5	764.0
104974-001-004_S1_L001_2	24611.0	18664.5	11693.0	10825.5	11426.0	12142.0	12041.5	11291.5	10450.5	9706.0	9166.0	8981.5	9115.0	9373.5	10000.5	11014.5	12059.5	13619.0	15788.5	18504.0	22217.0	26876.5	32806.5	40219.5	49711.5	61624.5	76827.5	94260.5	114208.0	137324.0	162207.5	190078.5	221755.0	253476.5	283799.5	316735.0	350642.0	384418.5	417560.0	449378.0	477978.5	496075.0	505868.5	508680.0	504811.5	492035.0	469081.5	441792.5	415785.5	393273.5	368810.0	343946.5	323499.0	308305.0	297892.5	285887.0	264198.0	238693.5	222086.0	208317.0	192150.0	178071.5	167210.5	158857.0	151275.5	142886.5	130692.0	116156.0	102377.0	89076.0	74050.0	60196.5	51365.5	46386.5	43391.0	41806.0	41058.0	40705.5	41212.0	42712.0	44726.5	47438.0	50832.0	55341.5	61017.5	67686.5	75783.0	85740.0	100213.0	124140.5	182968.5	230045.0	243662.0	272936.5	311043.0	396794.5	591073.0	987588.0	1947025.5	5083256.0	24513810.0
104974-001-005_S1_L001_1	168707.0	107797.5	35775.0	20044.0	14372.0	11946.0	10418.0	9845.5	8958.5	8172.5	7840.5	8500.5	9321.0	10918.0	13329.5	16406.0	20278.0	24326.0	30596.5	37028.5	43832.5	53258.5	62418.0	71134.0	86391.0	107922.0	133451.5	160448.5	190502.5	222662.5	253688.5	291337.5	338238.0	387874.5	434293.5	483095.0	523033.0	564073.5	627904.0	665246.5	689636.0	696543.0	679573.0	672477.0	658919.5	631941.5	602548.0	573007.0	529312.5	501500.5	503781.5	510289.0	510751.0	492188.0	495303.0	500342.5	439067.5	375109.5	345212.5	335162.0	348561.0	653409.5	7103764.5	8961069.5	14357899.5	12450709.0	635262.5	333981.0	210873.5	151474.5	108355.5	88368.5	72667.0	53449.0	48602.0	57871.0	55137.5	44268.5	41641.5	57557.5	51118.0	32778.5	29086.5	18795.5	13927.5	11442.0	9908.0	6678.5	4363.0	3277.5	2704.0	2229.0	1895.0	1898.0	2054.0	2096.5	2373.5	3147.5	4869.5	3566.5	615.5
