Sample	5.0	10.0	15.0	20.0	25.0	30.0	35.0	40.0	45.0	50.0	55.0	60.0	65.0	70.0	75.0	80.0	85.0	90.0	95.0	100.0
104974-001-001_S1_L001	4095.0	7410.0	10367.0	13111.0	15584.0	17988.0	20275.0	22487.0	24502.0	26520.0	28311.0	30143.0	31870.0	33518.0	35108.0	36639.0	38082.0	39464.0	40919.0	42243.0
104974-001-002_S1_L001	4688.0	8625.0	12152.0	15200.0	18142.0	20874.0	23504.0	25974.0	28341.0	30552.0	32711.0	34723.0	36721.0	38588.0	40369.0	42025.0	43683.0	45243.0	46730.0	48119.0
104974-001-003_S1_L001	1412.0	2505.0	3511.0	4364.0	5194.0	5985.0	6726.0	7415.0	8102.0	8763.0	9349.0	9979.0	10521.0	11062.0	11596.0	12111.0	12601.0	13099.0	13556.0	13987.0
104974-001-004_S1_L001	1763.0	3081.0	4269.0	5433.0	6510.0	7542.0	8487.0	9386.0	10285.0	11104.0	11944.0	12741.0	13513.0	14196.0	14876.0	15529.0	16157.0	16777.0	17328.0	17893.0
104974-001-005_S1_L001	671.0	1100.0	1462.0	1851.0	2185.0	2489.0	2746.0	3029.0	3287.0	3537.0	3744.0	3971.0	4208.0	4427.0	4655.0	4831.0	5016.0	5165.0	5342.0	5495.0
104974-001-006_S1_L001	1682.0	3102.0	4440.0	5690.0	6864.0	7947.0	9001.0	9968.0	10907.0	11811.0	12640.0	13446.0	14191.0	14932.0	15595.0	16264.0	16903.0	17525.0	18119.0	18687.0
104974-001-007_S1_L001	7870.0	14547.0	20616.0	26095.0	31197.0	36087.0	40753.0	45087.0	49227.0	53123.0	56942.0	60450.0	63871.0	67255.0	70503.0	73595.0	76565.0	79357.0	82065.0	84666.0
104974-001-008_S1_L001	5923.0	11045.0	15512.0	19594.0	23408.0	27138.0	30478.0	33735.0	36886.0	39768.0	42535.0	45182.0	47769.0	50131.0	52422.0	54703.0	56794.0	58886.0	60929.0	62819.0
104974-001-009_S1_L001	3656.0	6469.0	8902.0	11070.0	13082.0	14964.0	16707.0	18367.0	19953.0	21441.0	22880.0	24293.0	25607.0	26839.0	28024.0	29160.0	30235.0	31173.0	32174.0	33072.0
104974-001-010_S1_L001	2670.0	4840.0	6750.0	8496.0	10159.0	11707.0	13218.0	14602.0	15966.0	17251.0	18487.0	19618.0	20686.0	21768.0	22820.0	23755.0	24710.0	25567.0	26363.0	27210.0
104974-001-011_S1_L001	2244.0	3853.0	5275.0	6599.0	7862.0	9032.0	9998.0	10970.0	11953.0	12859.0	13706.0	14564.0	15326.0	16027.0	16792.0	17433.0	18083.0	18645.0	19221.0	19763.0
104974-001-012_S1_L001	6323.0	11468.0	15801.0	19763.0	23291.0	26544.0	29478.0	32239.0	34848.0	37207.0	39418.0	41411.0	43209.0	44814.0	46387.0	47866.0	49105.0	50288.0	51376.0	52253.0
104974-001-013_S1_L001	8568.0	15223.0	21063.0	26038.0	30533.0	34579.0	38288.0	41703.0	44876.0	47839.0	50470.0	52883.0	55167.0	57251.0	59253.0	60962.0	62552.0	63963.0	65313.0	66464.0
104974-001-014_S1_L001	4664.0	8259.0	11407.0	14135.0	16601.0	18909.0	21087.0	22987.0	24790.0	26474.0	27984.0	29321.0	30553.0	31743.0	32926.0	33967.0	34928.0	35843.0	36617.0	37356.0
104974-001-015_S1_L001	6510.0	11565.0	15913.0	19683.0	23199.0	26253.0	29132.0	31718.0	34189.0	36370.0	38441.0	40349.0	42098.0	43647.0	45157.0	46553.0	47778.0	48976.0	50033.0	50951.0
104974-001-016_S1_L001	5563.0	9589.0	12931.0	15938.0	18516.0	20858.0	22833.0	24771.0	26489.0	28102.0	29564.0	30891.0	32182.0	33344.0	34415.0	35432.0	36313.0	37186.0	37990.0	38678.0
